wconfid,pctid,x,y,z
1,65,0.723,-0.043,-0.445
1,65,1.023,0.344,-0.238
1,65,0.922,0.516,0.187
1,65,0.844,-0.352,-0.012
1,65,0.965,-0.168,-0.059
1,65,1.168,-0.168,-0.422
1,65,1.043,-0.035,-0.121
1,65,1.109,0.551,0.332
1,65,1.34,-0.148,0.137
1,65,0.953,-0.117,-0.203
1,65,0.848,0.336,-0.449
1,65,0.98,0.25,-0.234
1,65,1.074,0.535,0.445
1,65,1.246,-0.137,-0.031
1,65,1.059,-0.199,-0.312
1,65,0.766,0.266,-0.465
1,65,1.094,0.102,-0.215
1,65,1.234,0.277,0.395
1,65,0.895,-0.09,0.086
1,65,1.051,-0.395,-0.289
1,65,0.688,0.316,-0.57
1,65,1.094,-0.027,-0.16
1,65,1.113,0.055,0.285
1,65,0.887,-0.098,0.156
1,65,1.016,-0.078,-0.27
1,65,0.758,0.324,-0.406
1,65,0.996,-0.16,-0.066
1,65,1.047,-0.113,0.312
1,65,0.984,-0.09,0.187
1,65,1.07,0.172,-0.527
1,65,0.637,0.309,-0.48
1,65,1.238,-0.078,-0.023
1,65,1.145,-0.625,0.305
1,65,1.086,0.16,-0.164
1,65,1.07,0.266,-0.547
1,65,1.145,0.242,-0.262
1,65,1.121,0.098,-0.176
1,65,1.102,-1.09,0.34
1,65,1.039,0.012,-0.168
1,65,1.16,0.281,-0.52
1,65,1.203,0.328,-0.133
1,65,1.113,0.059,-0.187
1,65,1.066,-1.477,0.324
1,65,1.066,0.098,-0.164
1,65,1.133,0.047,-0.535
1,65,1.277,0.633,-0.187
1,65,1.156,0.051,-0.137
1,65,1.066,-0.973,0.148
1,65,1.246,0.102,-0.187
1,65,1.074,0.352,-0.574
1,65,1.086,0.852,-0.238
1,65,1,0.125,-0.074
1,65,0.957,-1.285,0.289
1,65,1.355,0.055,-0.082
1,65,1.082,0.328,-0.594
1,65,1.285,0.582,-0.301
1,65,1.004,0.109,-0.172
1,65,0.836,-1.52,0.152
1,65,1.035,-0.02,-0.043
1,65,0.891,0.328,-0.582
1,65,1.211,1.125,-0.336
1,65,0.816,0.063,0.039
1,65,0.926,-1.352,-0.016
1,65,0.871,0.082,0.039
1,65,0.953,0.367,-0.609
1,65,1.203,1.023,-0.305
1,65,0.934,0.121,-0.02
1,65,0.859,-1.293,-0.012
1,65,1.023,-0.016,-0.051
1,65,0.961,0.203,-0.395
1,65,0.859,0.555,0.02
1,65,0.805,0.125,-0.004
1,65,1.164,-1.535,-0.004
1,65,0.738,0.098,0.027
1,65,0.934,0.34,-0.461
1,65,0.918,0.68,-0.031
1,65,0.766,-0.012,0.059
1,65,0.953,-1.465,-0.148
1,65,0.93,0.16,0
1,65,0.738,0.082,-0.418
1,65,0.883,0.824,0.012
1,65,0.785,0.051,0.008
1,65,1.105,-1.57,-0.055
1,65,1.023,0.012,0.039
1,65,0.703,0.418,-0.543
1,65,1.172,0.941,-0.254
1,65,0.828,-0.02,-0.039
1,65,0.914,-1.605,-0.105
1,65,0.859,-0.082,0.023
1,65,0.988,0.16,-0.445
1,65,0.84,0.527,0.035
1,65,0.848,-0.082,0.012
1,65,0.906,-1.387,-0.168
1,65,0.898,-0.055,-0.039
1,65,1.082,0.117,-0.5
1,65,0.84,0.418,-0.258
1,65,1.039,0.07,-0.059
1,65,0.602,-1.18,-0.012
1,65,1.121,-0.156,-0.094
1,65,0.879,0.059,-0.445
1,65,0.992,0.344,-0.363
1,65,0.84,0.242,0.039
1,65,0.871,-0.547,0.008
1,65,1.117,-0.23,-0.023
1,65,0.977,0.039,-0.426
1,65,1.02,0.34,-0.297
1,65,1.066,0.297,0.172
1,65,0.871,-0.324,-0.008
1,65,1.094,-0.207,-0.047
1,65,0.965,0.09,-0.461
1,65,1.102,0.047,-0.191
1,65,0.922,0.391,0.242
1,65,0.98,-0.352,-0.047
1,65,0.852,-0.055,-0.027
1,65,1.039,0.207,-0.531
1,65,1.09,-0.063,-0.137
1,65,1.074,0.613,0.457
1,65,1.172,-0.195,0.035
1,65,0.805,-0.184,-0.207
1,65,0.945,0.352,-0.465
1,65,0.941,0.219,-0.238
1,65,1.133,0.504,0.328
1,65,1.199,0.063,0.156
1,65,0.898,-0.211,-0.195
1,65,1.062,0.219,-0.57
1,65,0.887,0.121,-0.168
1,65,1.16,0.508,0.422
1,65,1.266,-0.059,0.027
1,65,0.777,-0.09,-0.203
1,65,0.996,0.281,-0.512
1,65,0.879,0.191,-0.199
1,65,1.145,0.641,0.312
1,65,1.242,-0.09,0.152
1,65,0.965,-0.121,-0.199
1,65,0.785,0.285,-0.48
1,65,0.973,0.246,-0.215
1,65,1.09,0.457,0.418
1,65,1.223,-0.105,-0.004
1,65,1.082,-0.211,-0.316
1,65,0.762,0.352,-0.383
1,65,1.086,0.07,-0.219
1,65,1.242,0.262,0.41
1,65,0.883,-0.047,0.016
1,65,1.145,-0.398,-0.293
1,65,0.781,0.309,-0.539
1,65,1.07,-0.109,-0.18
1,65,1.078,-0.008,0.316
1,65,0.961,-0.211,0.199
1,65,0.957,0.035,-0.43
1,65,0.598,0.363,-0.488
1,65,1.148,-0.156,-0.059
1,65,0.953,-0.195,0.285
1,65,1.035,-0.055,0.164
1,65,1.07,0.242,-0.496
1,65,0.613,0.344,-0.316
1,65,1.164,-0.039,-0.055
1,65,1.184,-0.836,0.352
1,65,1.164,0.129,-0.211
1,65,1.09,0.219,-0.586
1,65,1.137,0.32,-0.172
1,65,1.008,0.129,-0.207
1,65,1.094,-1.18,0.332
1,65,0.957,0.066,-0.145
1,65,1.117,0.285,-0.551
1,65,1.301,0.496,-0.137
1,65,1.035,0.105,-0.195
1,65,1.109,-1.449,0.289
1,65,1.191,0.176,-0.187
1,65,1.105,0.102,-0.543
1,65,1.242,0.688,-0.199
1,65,1.129,-0.004,-0.117
1,65,0.805,-1.285,0.109
1,65,0.918,0.082,-0.086
1,65,0.973,0.355,-0.52
1,65,1.277,0.844,-0.34
1,65,0.941,0.113,-0.063
1,65,0.973,-1.266,-0.02
1,65,0.93,-0.055,0.082
1,65,0.809,0.41,-0.453
1,65,1.074,0.91,-0.258
1,65,0.789,0.07,0.035
1,65,1.277,-1.379,-0.027
1,65,1.039,-0.035,0.078
1,65,0.93,0.43,-0.582
1,65,0.973,0.773,-0.168
1,65,0.852,0.082,0.027
1,65,1.379,-1.348,-0.035
1,65,1.066,-0.117,0.039
1,65,0.684,0.098,-0.473
1,65,0.719,0.625,-0.074
1,65,0.855,0.047,-0.055
1,65,1.09,-1.492,-0.137
1,65,0.961,0.039,-0.012
1,65,1.191,0.066,-0.477
1,65,0.809,0.563,-0.152
1,65,0.992,0.133,-0.145
1,65,0.816,-1.395,0.105
1,65,1.062,-0.105,0.027
1,65,1.039,0.207,-0.48
1,65,0.867,0.227,0.012
1,65,0.879,0.187,-0.055
1,65,1,-1.492,0.031
1,65,0.914,0.129,-0.008
1,65,0.996,0.137,-0.52
1,65,0.813,0.441,0.012
1,65,0.91,0.109,0.047
1,65,1.148,-1.387,0.02
1,65,1.051,0.008,-0.012
1,65,0.734,0.336,-0.461
1,65,1.055,1,-0.051
1,65,0.852,0.113,0.043
1,65,1.156,-1.348,0.02
1,65,0.895,0.047,-0.078
1,65,0.859,0.328,-0.539
1,65,1.164,1.027,-0.238
1,65,0.93,0.059,0.031
1,65,0.902,-1.414,0.051
1,65,0.91,-0.055,-0.07
1,65,0.977,0.445,-0.527
1,65,1.172,0.891,-0.277
1,65,0.844,-0.035,0.031
1,65,1.129,-1.5,-0.027
1,65,0.949,-0.047,0.023
1,65,0.758,0.305,-0.461
1,65,0.84,0.57,-0.016
1,65,0.773,0.141,-0.078
1,65,0.98,-1.391,0.055
1,65,0.867,-0.086,0.035
1,65,0.66,0.047,-0.426
1,65,0.781,0.43,0.023
1,65,0.773,-0.004,0.031
1,65,1.266,-1.281,-0.18
1,65,0.797,-0.07,0.039
1,65,0.695,0.172,-0.441
1,65,0.762,0.535,0.027
1,65,0.813,0.047,-0.043
1,65,1.117,-1.559,-0.074
1,65,0.855,0.172,0.047
1,65,0.602,0.141,-0.473
1,65,0.914,0.762,0.004
1,65,0.898,-0.027,0.051
1,65,1.281,-1.32,-0.031
1,65,0.848,-0.09,0.004
1,65,0.762,0.07,-0.406
1,65,0.813,0.781,-0.109
1,65,0.953,0.125,0.016
1,65,1.176,-1.418,-0.02
1,65,0.922,0,0.07
1,65,0.875,0.246,-0.473
1,65,0.902,0.852,-0.234
1,65,0.789,0.145,0.035
1,65,1.238,-1.328,-0.078
1,65,0.945,-0.082,0.023
1,65,0.809,0.281,-0.508
1,65,0.859,0.719,-0.121
1,65,0.934,-0.066,0.023
1,65,1.187,-1.484,-0.164
1,65,0.813,-0.074,0.043
1,65,0.93,0.168,-0.43
1,65,0.844,0.445,-0.031
1,65,0.852,0.113,-0.125
1,65,0.973,-1.348,-0.059
1,65,1.047,-0.148,-0.035
1,65,1.086,0.102,-0.484
1,65,0.848,0.426,-0.352
1,65,1.137,0.098,0.047
1,65,0.473,-1.023,-0.07
1,65,1.148,-0.289,-0.066
1,65,0.965,-0.012,-0.465
1,65,1,0.102,-0.223
1,65,1.07,0.461,0.285
1,65,0.832,-0.391,-0.051
1,65,0.969,-0.207,0.016
1,65,1.031,0.059,-0.445
1,65,1.137,-0.016,-0.16
1,65,0.906,0.633,0.223
1,65,1.391,-0.32,0.055
1,65,0.863,-0.039,-0.016
1,65,1.156,-0.059,-0.551
1,65,0.969,0.129,-0.152
1,65,1.07,0.586,0.434
1,65,1.199,-0.262,0.031
1,65,0.871,-0.109,-0.23
1,65,0.973,0.277,-0.461
1,65,1.02,0.129,-0.234
1,65,0.973,0.629,0.383
1,65,1.293,0.07,0.098
1,65,0.988,-0.133,-0.133
1,65,1.008,0.125,-0.566
1,65,0.922,0.168,-0.133
1,65,0.859,0.594,0.457
1,65,1.402,-0.348,0
1,65,0.84,-0.109,-0.047
1,65,0.977,0.25,-0.48
1,65,0.988,0.129,-0.191
1,65,1.016,0.66,0.414
1,65,1.293,-0.156,-0.012
1,65,0.949,-0.27,-0.25
1,65,0.949,0.254,-0.59
1,65,1.031,0.109,-0.273
1,65,1.082,0.582,0.332
1,65,1.102,0.082,0.117
1,65,0.883,-0.324,-0.187
1,65,0.871,0.227,-0.5
1,65,0.91,0.121,-0.168
1,65,1.137,0.613,0.422
1,65,1.184,-0.187,0.035
1,65,0.957,-0.113,-0.211
1,65,0.941,0.285,-0.477
1,65,0.969,0.145,-0.238
1,65,1.027,0.508,0.348
1,65,1.215,-0.039,0.094
1,65,0.824,-0.27,-0.25
1,65,0.883,0.227,-0.422
1,65,1.055,0.063,-0.273
1,65,1.117,0.5,0.328
1,65,1.25,0.039,0.094
1,65,0.824,-0.277,-0.195
1,65,0.926,0.203,-0.484
1,65,0.926,0.148,-0.234
1,65,1.016,0.582,0.418
1,65,1.406,-0.168,0.039
1,65,0.867,-0.156,-0.129
1,65,0.945,0.344,-0.418
1,65,1.012,0.195,-0.273
1,65,1.078,0.566,0.383
1,65,1.215,-0.211,0.102
1,65,0.879,-0.25,-0.191
1,65,0.914,0.301,-0.48
1,65,0.91,0.133,-0.25
1,65,1.156,0.516,0.461
1,65,1.215,-0.051,0.031
1,65,0.961,-0.219,-0.199
1,65,0.949,0.402,-0.578
1,65,0.93,0.152,-0.223
1,65,1.02,0.527,0.379
1,65,1.199,-0.137,0.109
1,65,0.965,-0.301,-0.273
1,65,0.848,0.277,-0.566
1,65,1.02,0.156,-0.262
1,65,1.059,0.656,0.336
1,65,1.109,0.117,0.148
1,65,0.934,-0.336,-0.191
1,65,0.961,0.211,-0.527
1,65,0.887,0.141,-0.176
1,65,1.098,0.641,0.43
1,65,1.191,-0.066,0.039
1,65,0.824,-0.187,-0.211
1,65,0.977,0.371,-0.441
1,65,0.957,0.203,-0.242
1,65,1.152,0.43,0.363
1,65,1.223,0.02,0.141
1,65,0.887,-0.18,-0.187
1,65,1.059,0.187,-0.563
1,65,0.992,0.082,-0.16
1,65,1.168,0.41,0.457
1,65,1.391,-0.098,0.012
1,65,0.809,-0.035,-0.195
1,65,0.957,0.199,-0.516
1,65,0.922,0.164,-0.203
1,65,1.031,0.633,0.383
1,65,1.324,-0.172,0.109
1,65,0.848,-0.133,-0.133
1,65,0.879,0.348,-0.434
1,65,1.012,0.207,-0.254
1,65,1.078,0.563,0.457
1,65,1.18,-0.172,-0.047
1,65,1.02,-0.262,-0.266
1,65,0.848,0.301,-0.512
1,65,1.098,0.086,-0.254
1,65,1.148,0.32,0.363
1,65,1.008,0.004,0.141
1,65,1.004,-0.199,-0.184
1,65,0.992,0.238,-0.613
1,65,0.965,0.18,-0.199
1,65,1.113,0.441,0.379
1,65,1.215,-0.125,0.117
1,65,0.879,-0.309,-0.281
1,65,0.859,0.277,-0.445
1,65,1.023,0.141,-0.25
1,65,1.125,0.645,0.309
1,65,1.09,0.121,0.129
1,65,0.875,-0.32,-0.203
1,65,0.977,0.187,-0.543
1,65,0.918,0.125,-0.184
1,65,1.109,0.602,0.402
1,65,1.141,-0.117,0.039
1,65,0.852,-0.16,-0.227
1,65,0.965,0.352,-0.426
1,65,0.984,0.203,-0.25
1,65,1.078,0.441,0.371
1,65,1.215,-0.016,0.082
1,65,0.879,-0.176,-0.187
1,65,0.848,0.219,-0.418
1,65,0.969,0.113,-0.258
1,65,1.117,0.383,0.355
1,65,1.254,-0.09,-0.016
1,65,1.023,-0.371,-0.258
1,65,0.785,0.344,-0.473
1,65,1.102,0.016,-0.195
1,65,1.309,0.355,0.355
1,65,1.027,0.082,0.129
1,65,0.973,-0.254,-0.254
1,65,0.813,0.312,-0.598
1,65,0.996,0.223,-0.262
1,65,1.102,0.52,0.336
1,65,1.086,0.129,0.121
1,65,0.922,-0.27,-0.203
1,65,1.008,0.238,-0.496
1,65,0.91,0.105,-0.195
1,65,1.121,0.563,0.465
1,65,1.172,-0.016,0.035
1,65,1.043,-0.223,-0.184
1,65,0.98,0.332,-0.469
1,65,0.926,0.187,-0.211
1,65,1.141,0.453,0.375
1,65,1.191,-0.074,0.125
1,65,0.984,-0.258,-0.273
1,65,0.773,0.266,-0.445
1,65,1.047,0.191,-0.242
1,65,1.082,0.551,0.355
1,65,1.223,0.102,0.16
1,65,0.875,-0.391,-0.195
1,65,0.977,0.223,-0.555
1,65,0.906,0.125,-0.207
1,65,1.02,0.68,0.375
1,65,1.328,-0.074,0.07
1,65,0.797,-0.156,-0.156
1,65,0.918,0.367,-0.426
1,65,0.93,0.227,-0.223
1,65,1.066,0.66,0.332
1,65,1.187,-0.148,0.148
1,65,0.977,-0.16,-0.199
1,65,0.824,0.246,-0.48
1,65,0.984,0.063,-0.238
1,65,1.191,0.422,0.438
1,65,1.172,-0.07,0.008
1,65,0.969,-0.32,-0.195
1,65,0.949,0.473,-0.543
1,65,0.957,0.141,-0.23
1,65,1.109,0.547,0.375
1,65,1.117,-0.117,0.094
1,65,0.887,-0.219,-0.301
1,65,0.82,0.375,-0.594
1,65,0.992,0.262,-0.23
1,65,1.168,0.59,0.375
1,65,1.152,0.098,0.168
1,65,0.855,-0.316,-0.211
1,65,1.051,0.301,-0.516
1,65,0.957,0.105,-0.234
1,65,1.047,0.563,0.41
1,65,1.187,0.055,0.102
1,65,0.824,-0.129,-0.156
1,65,0.945,0.23,-0.574
1,65,1.047,0.043,-0.184
1,65,1.148,0.629,0.445
1,65,1.227,-0.109,-0.008
1,65,0.922,-0.145,-0.266
1,65,0.77,0.305,-0.492
1,65,1.023,0.258,-0.227
1,65,1.129,0.398,0.316
1,65,1.164,-0.09,0.156
1,65,0.977,-0.387,-0.207
1,65,0.816,0.395,-0.559
1,65,0.988,0.07,-0.191
1,65,1.113,0.551,0.375
1,65,1.16,-0.043,0.109
1,65,0.973,-0.203,-0.27
1,65,0.918,0.359,-0.609
1,65,0.977,0.254,-0.133
1,65,1.195,0.465,0.379
1,65,1.18,0.023,0.199
1,65,0.902,-0.223,-0.207
1,65,1.156,0.25,-0.512
1,65,1.02,0.055,-0.215
1,65,1.043,0.445,0.426
1,65,1.227,0.012,0.043
1,65,0.805,-0.059,-0.164
1,65,0.875,0.293,-0.496
1,65,1.059,0.066,-0.199
1,65,1.051,0.547,0.438
1,65,1.258,-0.102,0.004
1,65,0.969,-0.152,-0.219
1,65,1.043,0.141,-0.504
1,65,1.074,-0.008,-0.238
1,65,1.219,0.504,0.336
1,65,1.07,0.113,0.141
1,65,0.859,-0.348,-0.215
1,65,1.047,0.352,-0.492
1,65,1.016,0.074,-0.223
1,65,1.219,0.469,0.406
1,65,1.145,0.113,0.121
1,65,0.961,-0.125,-0.195
1,65,0.969,0.246,-0.543
1,65,1.055,0.047,-0.215
1,65,1.078,0.613,0.445
1,65,1.199,0.016,-0.004
1,65,0.828,-0.223,-0.211
1,65,1.074,0.187,-0.535
1,65,1.059,-0.004,-0.215
1,65,1.062,0.418,0.324
1,65,1.125,-0.082,0
1,65,1.027,-0.434,-0.211
1,65,0.852,0.434,-0.543
1,65,0.996,0.094,-0.18
1,65,1.172,0.523,0.344
1,65,1.098,-0.047,0.109
1,65,0.977,-0.199,-0.266
1,65,0.828,0.375,-0.586
1,65,1,0.207,-0.184
1,65,1.148,0.461,0.371
1,65,1.195,0.027,0.141
1,65,0.934,-0.176,-0.199
1,65,1.02,0.316,-0.512
1,65,1.062,0.047,-0.273
1,65,1.082,0.379,0.434
1,65,1.145,-0.031,0.035
1,65,0.977,-0.324,-0.219
1,65,0.887,0.332,-0.488
1,65,1.039,0.117,-0.207
1,65,1.141,0.523,0.395
1,65,1.098,-0.105,0.125
1,65,0.902,-0.277,-0.25
1,65,0.754,0.371,-0.527
1,65,1.02,0.262,-0.164
1,65,1.043,0.48,0.34
1,65,1.062,0.109,0.148
1,65,0.891,-0.199,-0.203
1,65,0.953,0.363,-0.465
1,65,1.016,0.086,-0.262
1,65,1.008,0.465,0.371
1,65,1.23,0,0.059
1,65,0.957,-0.109,-0.227
1,65,0.879,0.297,-0.465
1,65,1.047,0.102,-0.297
1,65,0.871,0.547,0.426
1,65,1.336,-0.121,0.051
1,65,0.879,-0.281,-0.094
1,65,1.129,0.312,-0.445
1,65,1.062,0.051,-0.25
1,65,0.969,0.516,0.402
1,65,1.219,-0.219,0.012
1,65,0.926,-0.094,-0.145
1,65,0.875,0.367,-0.563
1,65,0.938,0.191,-0.195
1,65,1.051,0.473,0.426
1,65,1.203,-0.238,0.039
1,65,0.805,-0.23,-0.168
1,65,0.859,0.441,-0.566
1,65,1.074,0.098,-0.312
1,65,1.012,0.555,0.418
1,65,1.102,0.039,0
1,65,0.883,-0.293,-0.109
1,65,0.883,0.355,-0.504
1,65,0.949,0.156,-0.23
1,65,1.004,0.57,0.449
1,65,1.133,-0.211,0.047
1,65,0.836,-0.148,-0.191
1,65,0.926,0.242,-0.465
1,65,0.988,0.168,-0.242
1,65,1.102,0.539,0.426
1,65,1.164,-0.023,0.055
1,65,0.797,-0.23,-0.25
1,65,0.965,0.262,-0.438
1,65,1.047,0.047,-0.273
1,65,1.184,0.406,0.379
1,65,1.297,-0.023,0.078
1,65,0.93,-0.199,-0.25
1,65,0.898,0.406,-0.543
1,65,1.109,0.012,-0.211
1,65,1.066,0.555,0.375
1,65,1.156,-0.246,0.156
1,65,0.895,-0.242,-0.227
1,65,0.855,0.375,-0.578
1,65,1.02,0.07,-0.121
1,65,1.113,0.559,0.383
1,65,1.09,0.027,0.063
1,65,0.879,-0.289,-0.176
1,65,0.934,0.309,-0.461
1,65,0.949,0.066,-0.27
1,65,1.055,0.551,0.422
1,65,1.191,-0.129,0.066
1,65,0.93,-0.109,-0.195
1,65,0.895,0.391,-0.57
1,65,0.965,0.191,-0.168
1,65,1.062,0.488,0.391
1,65,1.109,-0.121,0.086
1,65,0.941,-0.285,-0.254
1,65,0.809,0.277,-0.574
1,65,1.012,0.164,-0.258
1,65,1.16,0.574,0.398
1,65,1.055,0.09,0.133
1,65,0.941,-0.387,-0.18
1,65,0.992,0.187,-0.531
1,65,0.926,0.113,-0.215
1,65,1.039,0.621,0.395
1,65,1.082,-0.086,0.063
1,65,0.844,-0.215,-0.254
1,65,0.883,0.355,-0.426
1,65,0.961,0.273,-0.223
1,65,1.219,0.5,0.375
1,65,1.109,0.094,0.141
1,65,0.875,-0.215,-0.211
1,65,1.102,0.246,-0.512
1,65,0.992,0.066,-0.23
1,65,1.066,0.484,0.453
1,65,1.176,0.051,0.059
1,65,0.965,-0.105,-0.16
1,65,0.879,0.215,-0.543
1,65,1.07,0.059,-0.195
1,65,1.027,0.586,0.438
1,65,1.387,-0.066,0.023
1,65,0.828,-0.187,-0.203
1,65,1.051,0.137,-0.566
1,65,1.086,-0.02,-0.211
1,65,1.043,0.477,0.336
1,65,1.121,-0.078,0.023
1,65,0.953,-0.406,-0.223
1,65,0.813,0.328,-0.547
1,65,0.988,0.086,-0.207
1,65,1.133,0.539,0.375
1,65,1.074,0.07,0.121
1,65,0.867,-0.18,-0.199
1,65,0.91,0.312,-0.469
1,65,1.078,0.039,-0.199
1,65,1.07,0.633,0.438
1,65,1.129,0,0.012
1,65,0.801,-0.227,-0.094
1,65,0.883,0.238,-0.484
1,65,0.98,0.137,-0.238
1,65,1.074,0.629,0.352
1,65,1.27,-0.25,0.035
1,65,0.855,-0.055,-0.172
1,65,0.918,0.27,-0.504
1,65,1.023,0.113,-0.223
1,65,1.121,0.465,0.422
1,65,1.242,-0.105,0.051
1,65,0.922,-0.215,-0.25
1,65,1.043,0.168,-0.48
1,65,1.094,0.008,-0.277
1,65,0.988,0.566,0.406
1,65,1.102,0,0.063
1,65,0.828,-0.234,-0.125
1,65,0.789,0.199,-0.563
1,65,0.984,0.098,-0.168
1,65,1.008,0.582,0.43
1,65,1.215,-0.211,0.035
1,65,0.871,-0.148,-0.23
1,65,0.93,0.285,-0.508
1,65,1.039,0.129,-0.246
1,65,0.914,0.605,0.438
1,65,1.324,0.039,0.055
1,65,1.012,-0.129,-0.109
1,65,0.91,0.105,-0.539
1,65,0.965,0.121,-0.125
1,65,0.973,0.586,0.449
1,65,1.336,-0.164,0.012
1,65,0.848,-0.063,-0.043
1,65,0.926,0.238,-0.547
1,65,1.031,0.141,-0.184
1,65,1.035,0.68,0.43
1,65,1.395,-0.215,-0.004
1,65,0.902,-0.25,-0.223
1,65,0.98,0.375,-0.559
1,65,1.047,0.094,-0.277
1,65,1.074,0.594,0.395
1,65,1.102,0.086,0.094
1,65,0.895,-0.301,-0.137
1,65,0.918,0.34,-0.488
1,65,0.93,0.125,-0.164
1,65,1.027,0.609,0.43
1,65,1.227,-0.102,0.051
1,65,0.863,-0.133,-0.207
1,65,0.906,0.234,-0.48
1,65,1.008,0.152,-0.234
1,65,0.922,0.555,0.387
1,65,1.195,0.016,0.094
1,65,0.816,-0.156,-0.109
1,65,0.992,0.07,-0.551
1,65,0.992,0.063,-0.113
1,65,1.195,0.43,0.441
1,65,1.297,-0.184,-0.004
1,65,0.938,-0.254,-0.246
1,65,0.926,0.445,-0.539
1,65,1.09,0.066,-0.254
1,65,1.086,0.535,0.344
1,65,1.133,-0.215,0.176
1,65,0.848,-0.207,-0.258
1,65,0.848,0.352,-0.57
1,65,1.02,0.055,-0.125
1,65,1.152,0.523,0.375
1,65,1.145,0.098,0.078
1,65,0.809,-0.25,-0.172
1,65,0.965,0.285,-0.453
1,65,0.973,0.055,-0.262
1,65,1.098,0.504,0.438
1,65,1.301,-0.07,0.027
1,65,0.934,-0.164,-0.211
1,65,0.969,0.391,-0.555
1,65,0.941,0.145,-0.191
1,65,1.012,0.488,0.395
1,65,1.187,-0.148,0.066
1,65,0.961,-0.277,-0.25
1,65,0.832,0.258,-0.574
1,65,1.043,0.148,-0.293
1,65,1.164,0.531,0.348
1,65,1.016,0.023,0.105
1,65,0.98,-0.316,-0.207
1,65,0.879,0.246,-0.473
1,65,0.918,0.133,-0.25
1,65,1.055,0.609,0.398
1,65,1.148,-0.168,0.047
1,65,0.836,-0.172,-0.215
1,65,0.832,0.352,-0.391
1,65,0.98,0.199,-0.281
1,65,1.156,0.465,0.395
1,65,1.117,0,0.094
1,65,0.91,-0.152,-0.18
1,65,1.008,0.164,-0.563
1,65,0.965,0.094,-0.191
1,65,1.121,0.414,0.441
1,65,1.246,-0.074,0.016
1,65,0.793,-0.027,-0.184
1,65,0.977,0.219,-0.504
1,65,0.957,0.129,-0.223
1,65,1.039,0.57,0.387
1,65,1.328,-0.176,0.09
1,65,0.898,-0.152,-0.148
1,65,0.852,0.312,-0.43
1,65,1.078,0.242,-0.242
1,65,1.016,0.465,0.359
1,65,1.258,-0.121,0
1,65,0.883,-0.328,-0.203
1,65,0.91,0.328,-0.477
1,65,0.969,0.086,-0.242
1,65,1.051,0.566,0.418
1,65,1.203,-0.023,0.055
1,65,1.027,-0.23,-0.211
1,65,0.906,0.332,-0.586
1,65,0.918,0.195,-0.203
1,65,1.125,0.422,0.344
1,65,1.141,-0.055,0.145
1,65,0.961,-0.32,-0.266
1,65,0.828,0.27,-0.469
1,65,1.004,0.211,-0.246
1,65,1.207,0.531,0.348
1,65,1.043,0.105,0.156
1,65,1.004,-0.41,-0.199
1,65,0.902,0.277,-0.547
1,65,0.941,0.098,-0.207
1,65,1.137,0.547,0.363
1,65,1.074,-0.016,0.121
1,65,0.902,-0.238,-0.262
1,65,0.816,0.348,-0.461
1,65,0.984,0.266,-0.215
1,65,0.98,0.484,0.367
1,65,1.117,0.102,0.195
1,65,0.875,-0.312,-0.199
1,65,1.023,0.246,-0.531
1,65,1.051,0.043,-0.215
1,65,1.027,0.402,0.398
1,65,1.305,0.055,0.086
1,65,0.906,-0.098,-0.145
1,65,0.949,0.215,-0.547
1,65,1.043,0.07,-0.187
1,65,0.883,0.539,0.414
1,65,1.387,-0.035,0.039
1,65,0.82,-0.152,-0.07
1,65,1.098,0.133,-0.492
1,65,1.094,-0.016,-0.258
1,65,0.984,0.461,0.406
1,65,1.109,-0.02,0.066
1,65,0.957,-0.418,-0.246
1,65,0.926,0.312,-0.512
1,65,1.031,0.074,-0.215
1,65,1.145,0.57,0.391
1,65,1.078,0.09,0.156
1,65,0.82,-0.199,-0.219
1,65,0.891,0.348,-0.484
1,65,1.086,0.07,-0.234
1,65,0.992,0.668,0.406
1,65,1.105,0.047,0.027
1,65,0.832,-0.281,-0.109
1,65,0.887,0.312,-0.504
1,65,0.977,0.113,-0.129
1,65,1.09,0.676,0.441
1,65,1.262,-0.195,0.023
1,65,0.879,-0.121,-0.176
1,65,0.848,0.312,-0.535
1,65,1.031,0.164,-0.187
1,65,1.051,0.516,0.422
1,65,1.199,-0.063,0.055
1,65,0.852,-0.289,-0.215
1,65,0.984,0.145,-0.48
1,65,1.098,0.035,-0.27
1,65,1.066,0.488,0.383
1,65,1.352,0.02,0.07
1,65,0.879,-0.234,-0.141
1,65,0.898,0.172,-0.563
1,65,0.973,0.102,-0.152
1,65,1.07,0.559,0.414
1,65,1.473,-0.223,0.047
1,65,0.898,-0.137,-0.254
1,65,0.969,0.285,-0.469
1,65,1.039,0.137,-0.254
1,65,1,0.547,0.355
1,65,1.324,-0.211,0.074
1,65,0.742,-0.211,-0.129
1,65,0.957,0.246,-0.426
1,65,0.984,0.047,-0.281
1,65,1.078,0.496,0.434
1,65,1.273,-0.109,0.039
1,65,0.91,-0.148,-0.195
1,65,0.988,0.383,-0.551
1,65,0.973,0.148,-0.211
1,65,0.996,0.531,0.41
1,65,1.203,-0.121,0.086
1,65,0.922,-0.301,-0.262
1,65,0.93,0.289,-0.551
1,65,1.023,0.145,-0.285
1,65,1.082,0.578,0.355
1,65,1.012,0.145,0.125
1,65,0.879,-0.348,-0.16
1,65,0.82,0.211,-0.453
